Matched phv,TOPMed Study,TOPMed Harmonized Variable,dbGap Variable Description,dbGap Variable Name,TOPMed Component ID,dbGap phs,dbGap phv,dbGap pht,dbGap pht Name,dbGap Study Name
phv00083245,MESA,ever_smoker_baseline_1,CIGARETTES: SMOKED IN LAST 30 DAYS,cursmk1,phs000209.v13.pht001111.v4.phv00083245.v1,phs000209.v13.p3,phv00083245.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083247,MESA,ever_smoker_baseline_1,CIGARETTES: AVERAGE # SMOKED PER DAY,cigsday1,phs000209.v13.pht001111.v4.phv00083247.v1,phs000209.v13.p3,phv00083247.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,ever_smoker_baseline_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085570,MESA,ever_smoker_baseline_1,SMOKED AT LEAST 100 CIGARETTES IN LIFETIME,evsmk1,phs000209.v13.pht001116.v10.phv00085570.v2,phs000209.v13.p3,phv00085570.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085572,MESA,ever_smoker_baseline_1,CIGARETTES: SMOKED IN LAST 30 DAYS,cursmk1,phs000209.v13.pht001116.v10.phv00085572.v2,phs000209.v13.p3,phv00085572.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085574,MESA,ever_smoker_baseline_1,CIGARETTES: AVERAGE # SMOKED PER DAY,cigsday1,phs000209.v13.pht001116.v10.phv00085574.v2,phs000209.v13.p3,phv00085574.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,ever_smoker_baseline_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087252,MESA,ever_smoker_baseline_1,SMOKED 100+ CIGARETTES IN LIFETIME,evsmkf,phs000209.v13.pht001121.v3.phv00087252.v1,phs000209.v13.p3,phv00087252.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087254,MESA,ever_smoker_baseline_1,SMOKED CIGARETTES IN THE LAST 30 DAYS,cursmkf,phs000209.v13.pht001121.v3.phv00087254.v1,phs000209.v13.p3,phv00087254.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087256,MESA,ever_smoker_baseline_1,AVERAGE NUMBER OF CIGARETTES SMOKED PER DAY,cigsdayf,phs000209.v13.pht001121.v3.phv00087256.v1,phs000209.v13.p3,phv00087256.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,ever_smoker_baseline_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,ever_smoker_baseline_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078773,WHI,ever_smoker_baseline_1,F34 Days since randomization/enrollment,F34DAYS,phs000200.v11.pht001003.v6.phv00078773.v6,phs000200.v12.p3,phv00078773.v6.p3,pht001003.v6.p3,f34_rel2,Women's Health Initiative
phv00078774,WHI,ever_smoker_baseline_1,Smoked at least 100 cigarettes ever,SMOKEVR,phs000200.v11.pht001003.v6.phv00078774.v6,phs000200.v12.p3,phv00078774.v6.p3,pht001003.v6.p3,f34_rel2,Women's Health Initiative
phv00298019,ARIC,sleep_duration_1,F. Sleep. Q21. Hours of sleep in past month [Respiratory Symptoms Form. RSE. Visit 5],RSE21,phs000280.v5.pht006479.v1.phv00298019.v1,phs000280.v8.p2,phv00298019.v2.p2,pht006479.v2.p2,RSE,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00120534,CARDIA,sleep_duration_1,PAST MONTH AVG SLEEPING HOURS. Q 7,F67SLPHR,phs000285.v3.pht001839.v2.phv00120534.v2,phs000285.v3.p2,phv00120534.v2.p2,pht001839.v2.p2,F1F67,CARDIA Cohort
phv00120748,CARDIA,sleep_duration_1,CALCULATED AGE AT EXAM 6,EX6_AGE,phs000285.v3.pht001851.v2.phv00120748.v2,phs000285.v3.p2,phv00120748.v2.p2,pht001851.v2.p2,F1REF,CARDIA Cohort
phv00100694,CHS,sleep_duration_1,Age = StdyDtqa - DOB,AGE_S1,phs000287.v6.pht001460.v1.phv00100694.v1,phs000287.v7.p1,phv00100694.v1.p1,pht001460.v1.p1,CHS_SHHS1_15K,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100712,CHS,sleep_duration_1,How many hours of sleep do you usually get at night (or your main sleep period) on weekdays or workdays?,HRSWD02,phs000287.v6.pht001460.v1.phv00100712.v1,phs000287.v7.p1,phv00100712.v1.p1,pht001460.v1.p1,CHS_SHHS1_15K,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,sleep_duration_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00258046,HCHS_SOL,sleep_duration_1,Average sleep duration (hours),SLPDUR,phs000810.v1.pht004715.v1.phv00258046.v1,phs000810.v2.p2,phv00258046.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127678,JHS,sleep_duration_1,"Q7. A. Sleep. During the past month, excluding naps, how many hours of actual sleep did you get at night (or day, if you work at night) on average (Hours)? [Visit 1] [Medical History Form, MHX]",MHXA7,phs000286.v5.pht001963.v1.phv00127678.v1,phs000286.v7.p2,phv00127678.v2.p2,pht001963.v2.p2,mhxa,Jackson Heart Study (JHS) Cohort
phv00086727,MESA,sleep_duration_1,AGE AT EXAM 4,age4c,phs000209.v13.pht001120.v10.phv00086727.v3,phs000209.v13.p3,phv00086727.v3.p3,pht001120.v10.p3,MESA_Exam4Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087048,MESA,sleep_duration_1,NIGHT SLEEP HOURS ON WEEKDAY OR WORKDAY,slpwkhr4,phs000209.v13.pht001120.v10.phv00087048.v2,phs000209.v13.p3,phv00087048.v2.p3,pht001120.v10.p3,MESA_Exam4Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,sleep_duration_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,sleep_duration_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078869,WHI,sleep_duration_1,Visit year,F37VY,phs000200.v11.pht001005.v6.phv00078869.v6,phs000200.v12.p3,phv00078869.v6.p3,pht001005.v6.p3,f37_rel1,Women's Health Initiative
phv00078870,WHI,sleep_duration_1,F37 Days since randomization/enrollment,F37DAYS,phs000200.v11.pht001005.v6.phv00078870.v6,phs000200.v12.p3,phv00078870.v6.p3,pht001005.v6.p3,f37_rel1,Women's Health Initiative
phv00079041,WHI,sleep_duration_1,How many hours of sleep,HRSSLP,phs000200.v11.pht001005.v6.phv00079041.v6,phs000200.v12.p3,phv00079041.v6.p3,pht001005.v6.p3,f37_rel1,Women's Health Initiative
phv00204712,ARIC,total_cholesterol_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204735,ARIC,total_cholesterol_1,Total cholesterol in SI units [Cohort. Visit 1],TCHSIU01,phs000280.v4.pht004063.v2.phv00204735.v1,phs000280.v8.p2,phv00204735.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,total_cholesterol_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00113700,CARDIA,total_cholesterol_1,TOTAL CHOLESTEROL (MG/DL),AL1CHOL,phs000285.v3.pht001588.v2.phv00113700.v2,phs000285.v3.p2,phv00113700.v2.p2,pht001588.v2.p2,A4LIP,CARDIA Cohort
phv00100487,CHS,total_cholesterol_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100491,CHS,total_cholesterol_1,Adjusted Cholesterol (mg/dl),CHOLADJ,phs000287.v6.pht001452.v1.phv00100491.v1,phs000287.v7.p1,phv00100491.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,total_cholesterol_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00253238,HCHS_SOL,total_cholesterol_1,Total cholesterol (mg/dL) (LABA66),LABA66,phs000810.v1.pht004715.v1.phv00253238.v1,phs000810.v2.p2,phv00253238.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00125927,JHS,total_cholesterol_1,Chr: total cholesterol - mg/dL [Visit 1],CHR,phs000286.v5.pht001945.v1.phv00125927.v1,phs000286.v7.p2,phv00125927.v2.p2,pht001945.v2.p2,cena,Jackson Heart Study (JHS) Cohort
phv00082639,MESA,total_cholesterol_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00082956,MESA,total_cholesterol_1,TOTAL CHOLESTEROL (mg/dl),chol1,phs000209.v13.pht001111.v4.phv00082956.v1,phs000209.v13.p3,phv00082956.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,total_cholesterol_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084974,MESA,total_cholesterol_1,TOTAL CHOLESTEROL (mg/dl),chol1,phs000209.v13.pht001116.v10.phv00084974.v2,phs000209.v13.p3,phv00084974.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,total_cholesterol_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087100,MESA,total_cholesterol_1,TOTAL CHOLESTEROL (mg/dl),cholf,phs000209.v13.pht001121.v3.phv00087100.v1,phs000209.v13.p3,phv00087100.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,fasting_lipids_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204732,ARIC,fasting_lipids_1,Fasting time of 8 hours or more [Cohort. Visit 1],FAST0802,phs000280.v4.pht004063.v2.phv00204732.v1,phs000280.v8.p2,phv00204732.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,fasting_lipids_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112661,CARDIA,fasting_lipids_1,12 HR FAST BEFORE BLOOD DRAWN,A05FAST,phs000285.v3.pht001563.v2.phv00112661.v2,phs000285.v3.p2,phv00112661.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00099923,CHS,fasting_lipids_1,HOURS SINCE LAST ATE OR DRANK,FAST30,phs000287.v6.pht001451.v1.phv00099923.v1,phs000287.v7.p1,phv00099923.v1.p1,pht001451.v1.p1,BASE2,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,fasting_lipids_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,fasting_lipids_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00253225,HCHS_SOL,fasting_lipids_1,Fasting time (hrs.),FASTTIME,phs000810.v1.pht004715.v1.phv00253225.v1,phs000810.v2.p2,phv00253225.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00082639,MESA,fasting_lipids_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083303,MESA,fasting_lipids_1,HOW LONG AGO LAST DRINK OR EAT? (HRS),lastdrk1,phs000209.v13.pht001111.v4.phv00083303.v1,phs000209.v13.p3,phv00083303.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,fasting_lipids_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084980,MESA,fasting_lipids_1,HOW LONG AGO LAST DRINK OR EAT? (HRS),lastdrk1,phs000209.v13.pht001116.v10.phv00084980.v2,phs000209.v13.p3,phv00084980.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,fasting_lipids_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087524,MESA,fasting_lipids_1,HOW LONG AGO LAST DRINK OR EAT? (hrs),lastdrkf,phs000209.v13.pht001121.v3.phv00087524.v1,phs000209.v13.p3,phv00087524.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,lipid_lowering_medication_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204802,ARIC,lipid_lowering_medication_1,"Cholesterol lowering medication in past 2 weeks: using 2004 Med. code, visit 1 [Cohort. Visit 1]",CHOLMDCODE01,phs000280.v4.pht004063.v2.phv00204802.v1,phs000280.v8.p2,phv00204802.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00100487,CHS,lipid_lowering_medication_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100594,CHS,lipid_lowering_medication_1,Any lipid-lowering medication,LIPID06,phs000287.v6.pht001452.v1.phv00100594.v1,phs000287.v7.p1,phv00100594.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,lipid_lowering_medication_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226349,HCHS_SOL,lipid_lowering_medication_1,Lipid lowering drugs/Antihyperlipidemics (LLD),MED_LLD,phs000810.v1.pht004715.v1.phv00226349.v1,phs000810.v2.p2,phv00226349.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00082639,MESA,lipid_lowering_medication_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083162,MESA,lipid_lowering_medication_1,ANY LIPID-LOWERING MEDICATION,lipid1c,phs000209.v13.pht001111.v4.phv00083162.v1,phs000209.v13.p3,phv00083162.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,lipid_lowering_medication_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085407,MESA,lipid_lowering_medication_1,ANY LIPID-LOWERING MEDICATION,lipid1c,phs000209.v13.pht001116.v10.phv00085407.v2,phs000209.v13.p3,phv00085407.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,lipid_lowering_medication_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087104,MESA,lipid_lowering_medication_1,ANY LIPID-LOWERING MEDICATION,lipidfc,phs000209.v13.pht001121.v3.phv00087104.v1,phs000209.v13.p3,phv00087104.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,triglycerides_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204738,ARIC,triglycerides_1,Total triglycerides In SI units [Cohort. Visit 1],TRGSIU01,phs000280.v4.pht004063.v2.phv00204738.v1,phs000280.v8.p2,phv00204738.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,triglycerides_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00113701,CARDIA,triglycerides_1,TRIGLYCERIDES (MG/DL),AL1NTRIG,phs000285.v3.pht001588.v2.phv00113701.v2,phs000285.v3.p2,phv00113701.v2.p2,pht001588.v2.p2,A4LIP,CARDIA Cohort
phv00100425,CHS,triglycerides_1,TRIGLYCERIDE (mg/dl),TRIG44,phs000287.v6.pht001452.v1.phv00100425.v1,phs000287.v7.p1,phv00100425.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,triglycerides_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,triglycerides_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00253240,HCHS_SOL,triglycerides_1,Triglycerides (mg/dL) (LABA67),LABA67,phs000810.v1.pht004715.v1.phv00253240.v1,phs000810.v2.p2,phv00253240.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00125933,JHS,triglycerides_1,Trr: triglyceride - mg/dL [Visit 1],TRR,phs000286.v5.pht001945.v1.phv00125933.v1,phs000286.v7.p2,phv00125933.v2.p2,pht001945.v2.p2,cena,Jackson Heart Study (JHS) Cohort
phv00082639,MESA,triglycerides_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00082950,MESA,triglycerides_1,TRIGLYCERIDES (mg/dl),trig1,phs000209.v13.pht001111.v4.phv00082950.v1,phs000209.v13.p3,phv00082950.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,triglycerides_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084968,MESA,triglycerides_1,TRIGLYCERIDES (mg/dl),trig1,phs000209.v13.pht001116.v10.phv00084968.v2,phs000209.v13.p3,phv00084968.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,triglycerides_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087101,MESA,triglycerides_1,TRIGLYCERIDES (mg/dl),trigf,phs000209.v13.pht001121.v3.phv00087101.v1,phs000209.v13.p3,phv00087101.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,hdl_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204761,ARIC,hdl_1,HDL cholesterol (recalibrated lipid) [Cohort. Visit 1],HDL01,phs000280.v4.pht004063.v2.phv00204761.v1,phs000280.v8.p2,phv00204761.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,hdl_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00113702,CARDIA,hdl_1,TOTAL HDL CHOLESTEROL (MG/DL),AL1HDL,phs000285.v3.pht001588.v2.phv00113702.v2,phs000285.v3.p2,phv00113702.v2.p2,pht001588.v2.p2,A4LIP,CARDIA Cohort
phv00100426,CHS,hdl_1,HDL (mg/dl),HDL44,phs000287.v6.pht001452.v1.phv00100426.v1,phs000287.v7.p1,phv00100426.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
